JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC,Scale_CONC
#NULL,PSI,PSI,B/M,B/M,B/M,PPAC,PPAC,BBL,LB,PSI,PPAC,G/MG,LKGA,LB,G/MG,G/MG,PSI,MIN,BBL,BBL,G/MG,G/MG
11:11:15:03:09:05,57.163,55.1603,4.19833,6.68784,4.19643,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:06,57.163,55.4464,4.19928,6.68917,4.19833,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:07,58.0213,55.4464,4.20166,6.67983,4.19928,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:08,58.3074,55.4464,4.20262,6.71187,4.20166,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:09,57.163,55.4464,4.19833,6.69852,4.20262,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:10,57.4491,55.4464,4.19738,6.68784,4.19833,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:11,57.7352,55.4464,4.20024,6.68517,4.19738,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:12,58.3074,55.7325,4.20476,6.70653,4.20024,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:13,58.5935,55.7325,4.20309,6.70653,4.20476,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:14,57.7352,55.7325,4.20119,6.72255,4.20309,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:15,56.5908,55.4464,4.3056,6.73857,4.20119,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:16,57.4491,55.1603,4.29173,6.66514,4.3056,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:17,58.0213,55.1603,4.23191,6.69184,4.29173,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:18,56.0186,56.0186,4.20381,6.72122,4.23191,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:19,56.8769,56.0186,4.19287,6.66247,4.20381,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:20,57.163,55.1603,4.18956,6.70119,4.19287,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:09:21,57.163,54.8742,4.19121,6.71321,4.18956,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
